0,Settle_ED1,Settle_ED2,Settle_ED3,Settle_ED4,Settle_ED5,Settle_ED6,Settle_ED7,Settle_ED8,Settle_ED9
2006-04-12,5.275000000000005,5.322582417582419,5.303626373626371,5.261538461538458,5.228956043956042,5.209999999999994,5.211318681318677,5.220274725274727,
2006-04-13,5.296538461538466,5.266208791208787,5.256318681318679,5.262527472527475,5.276318681318679,5.30291208791209,5.340109890109891,5.385494505494504,
2006-04-17,5.279285714285714,5.310549450549448,5.283076923076923,5.237582417582421,5.2170329670329645,5.213076923076918,5.224780219780219,5.242967032967035,
2006-04-18,5.215384615384613,5.23230769230769,5.197472527472529,5.150769230769227,5.126923076923076,5.124780219780225,5.141593406593411,5.164890109890111,
2006-04-19,5.232307692307693,5.253626373626376,5.220219780219779,5.170439560439567,5.1468131868131906,5.1449450549450555,5.163516483516487,5.190219780219783,
2006-04-20,5.245934065934069,5.275054945054946,5.249670329670329,5.208461538461538,5.180054945054947,5.175109890109892,5.193791208791208,5.220549450549445,
2006-04-21,5.2597802197802155,5.296593406593407,5.272417582417584,5.226373626373624,5.193186813186817,5.183516483516487,5.1936263736263735,5.209065934065934,
2006-04-24,5.251758241758247,5.284395604395611,5.251923076923082,5.200054945054946,5.167527472527471,5.156923076923077,5.165934065934063,5.186868131868129,
2006-04-25,5.288021978021979,5.333076923076918,5.3121978021978,5.2715384615384595,5.242307692307694,5.233956043956044,5.246098901098896,5.265164835164833,
2006-04-26,5.326538461538467,5.385000000000005,5.362637362637365,5.318131868131866,5.294065934065931,5.287032967032967,5.296263736263743,5.317527472527474,
2006-04-27,5.245714285714284,5.287032967032967,5.269120879120881,5.229835164835163,5.212967032967033,5.21417582417582,5.228571428571426,5.248571428571428,
2006-04-28,5.210329670329667,5.242087912087911,5.2299999999999995,5.199560439560437,5.182912087912092,5.184285714285717,5.196593406593404,5.215989010989012,
2006-05-01,5.251043956043959,5.304230769230769,5.314999999999998,5.3037362637362655,5.28769230769231,5.289725274725273,5.299835164835169,5.31681318681319,
2006-05-02,5.261923076923077,5.312087912087913,5.305494505494505,5.278461538461542,5.257912087912088,5.254835164835168,5.267417582417588,5.289505494505501,
2006-05-03,5.292802197802192,5.344670329670328,5.337692307692306,5.30818681318681,5.287747252747254,5.282472527472526,5.292582417582414,5.312362637362638,
2006-05-04,5.300934065934061,5.362362637362635,5.362362637362635,5.337912087912087,5.320054945054945,5.320054945054945,5.3327472527472555,5.350109890109891,
2006-05-05,5.26950549450549,5.327637362637363,5.31934065934066,5.287637362637364,5.269945054945058,5.267582417582416,5.277912087912084,5.297912087912088,
2006-05-08,5.297747252747254,5.3611538461538455,5.3530219780219745,5.321813186813185,5.304615384615384,5.302747252747255,5.310604395604397,5.323241758241756,
2006-05-09,5.29615384615385,5.356483516483521,5.353186813186817,5.326538461538462,5.309505494505498,5.307802197802202,5.315714285714283,5.33120879120879,
2006-05-10,5.304945054945052,5.369615384615385,5.367857142857147,5.341263736263737,5.327197802197803,5.325000000000003,5.327912087912088,5.341428571428567,
2006-05-11,5.297637362637359,5.3549999999999995,5.355439560439562,5.339395604395601,5.329285714285713,5.327912087912088,5.332967032967028,5.349560439560436,
2006-05-12,5.29785714285714,5.347472527472527,5.3570329670329695,5.352142857142856,5.352912087912088,5.363901098901104,5.376043956043955,5.391868131868133,
2006-05-15,5.289285714285713,5.3334615384615365,5.332472527472529,5.318956043956043,5.321153846153847,5.331263736263733,5.341373626373623,5.357527472527469,
2006-05-16,5.270000000000004,5.299395604395611,5.289065934065937,5.267692307692311,5.263131868131871,5.27137362637363,5.281483516483516,5.297747252747256,
2006-05-17,5.313098901098903,5.352747252747253,5.334065934065929,5.307472527472523,5.2968131868131865,5.301483516483522,5.314890109890108,5.332967032967033,
2006-05-18,5.305054945054946,5.331483516483513,5.295439560439562,5.252692307692307,5.23027472527472,5.231593406593404,5.234999999999999,5.25478021978022,
2006-05-19,5.337142857142857,5.3632967032967,5.334835164835159,5.297307692307688,5.278406593406596,5.278351648351651,5.283406593406592,5.298406593406597,
2006-05-22,5.3376923076923095,5.353076923076919,5.3078021978022,5.266153846153845,5.248076923076924,5.255549450549456,5.267142857142856,5.2840659340659375,
2006-05-23,5.341923076923075,5.364999999999995,5.293571428571427,5.240769230769233,5.230000000000004,5.233571428571429,5.24225274725275,5.259285714285716,
2006-05-24,5.32774725274725,5.342857142857143,5.292857142857148,5.246868131868133,5.227857142857139,5.232252747252745,5.246043956043956,5.2681318681318725,
2006-05-25,5.333571428571432,5.358626373626374,5.315824175824174,5.2749999999999995,5.25774725274725,5.269725274725277,5.282472527472526,5.307087912087909,
2006-05-26,5.325219780219778,5.3413186813186835,5.295164835164837,5.258241758241758,5.246318681318685,5.252472527472525,5.262582417582417,5.283681318681324,
2006-05-29,5.299835164835166,5.295000000000002,5.302692307692313,5.316373626373623,5.3353846153846165,5.359505494505491,5.396648351648351,5.401098901098906,
2006-05-30,5.347230769230764,5.368901098901102,5.331538461538457,5.29692307692308,5.2860989010988995,5.288956043956048,5.297912087912087,5.3158241758241696,
2006-05-31,5.4014835164835135,5.432802197802199,5.404230769230766,5.3715934065934015,5.361043956043955,5.359999999999999,5.36395604395604,5.38104395604396,
2006-06-01,5.404120879120877,5.432912087912089,5.392087912087909,5.352307692307691,5.336978021978017,5.3390109890109905,5.348021978021974,5.366263736263739,
2006-06-02,5.30169230769231,5.305989010989017,5.257527472527477,5.212912087912088,5.196868131868126,5.199065934065935,5.208131868131864,5.230604395604394,
2006-06-05,5.378131868131868,5.3858241758241805,5.3314285714285665,5.278241758241754,5.2530769230769225,5.254230769230765,5.259230769230773,5.281428571428569,
2006-06-06,5.40238461538462,5.410769230769229,5.351538461538464,5.293461538461536,5.25928571428571,5.2549999999999955,5.259285714285718,5.277362637362639,
2006-06-07,5.416857142857148,5.430000000000007,5.3749999999999964,5.322142857142855,5.293296703296709,5.285659340659339,5.289340659340664,5.30758241758242,
2006-06-08,5.413527472527469,5.416318681318686,5.372142857142854,5.3129120879120935,5.274230769230766,5.269999999999996,5.274395604395609,5.288351648351655,
2006-06-09,5.419483516483523,5.425604395604394,5.372912087912083,5.312252747252753,5.269395604395606,5.265000000000001,5.269450549450546,5.28351648351648,
2006-06-12,5.4275274725274745,5.4304395604395665,5.375934065934071,5.319835164835164,5.287307692307689,5.284999999999997,5.284999999999997,5.299010989010986,
2006-06-13,5.433846153846152,5.426153846153843,5.365714285714285,5.300000000000002,5.257637362637358,5.2549999999999955,5.25032967032967,5.268901098901095,
2006-06-14,5.521626373626375,5.530000000000001,5.483846153846158,5.419285714285721,5.377197802197802,5.360824175824176,5.359999999999999,5.3743406593406595,
2006-06-15,5.566648351648355,5.570274725274719,5.518626373626374,5.458296703296702,5.411978021978019,5.400439560439565,5.400000000000006,5.419340659340661,
2006-06-16,5.577967032967027,5.589780219780223,5.54747252747253,5.487637362637362,5.446318681318675,5.435329670329672,5.435000000000002,5.449670329670332,
2006-06-19,5.604890109890114,5.565439560439558,5.516098901098902,5.48038461538462,5.465000000000003,5.465000000000003,5.480000000000004,5.5,
2006-06-20,5.599999999999994,5.614999999999995,5.585329670329664,5.540000000000006,5.5048901098901055,5.494890109890115,5.485164835164834,5.500439560439561,
2006-06-21,5.605164835164839,5.619670329670334,5.590000000000003,5.544560439560441,5.504780219780216,5.494780219780224,5.48532967032967,5.5006593406593405,
2006-06-22,5.640659340659341,5.669670329670331,5.6545054945054956,5.609010989010988,5.564340659340657,5.544670329670331,5.535659340659338,5.555879120879127,
2006-06-23,5.6659890109890165,5.694340659340653,5.673901098901096,5.623681318681318,5.584120879120873,5.564560439560438,5.5554395604395665,5.566648351648349,
2006-06-26,5.676648351648349,5.6980219780219805,5.667527472527474,5.622362637362637,5.583461538461533,5.564230769230767,5.555769230769237,5.5676373626373605,
2006-06-27,5.661538461538459,5.677307692307698,5.642362637362634,5.601923076923081,5.563241758241756,5.544560439560442,5.540879120879127,5.552472527472525,
2006-06-28,5.673076923076924,5.703241758241757,5.681923076923079,5.641483516483513,5.603516483516487,5.589010989010992,5.581483516483515,5.5977472527472525,
2006-06-29,5.606483516483521,5.617032967032971,5.58604395604396,5.5415384615384635,5.510000000000005,5.509450549450554,5.506648351648347,5.52362637362637,
2006-06-30,5.58164835164835,5.590604395604395,5.5505494505494575,5.5056043956044,5.467582417582417,5.449395604395606,5.44681318681318,5.4639560439560375,
2006-07-03,5.603571428571423,5.618846153846153,5.577142857142852,5.5235714285714295,5.481923076923077,5.463351648351651,5.458296703296701,5.479120879120875,
2006-07-04,5.574999999999994,5.514230769230766,5.481923076923077,5.464230769230771,5.462472527472522,5.4793956043956,5.506153846153846,,
2006-07-05,5.667417582417579,5.698846153846152,5.6617582417582435,5.611758241758245,5.565604395604391,5.545000000000002,5.545934065934067,5.555604395604393,
2006-07-06,5.656153846153852,5.679395604395607,5.64445054945055,5.584450549450548,5.531263736263734,5.513021978021977,5.506978021978019,5.519945054945056,
2006-07-07,5.619670329670326,5.633076923076924,5.592857142857147,5.527857142857147,5.471043956043951,5.452912087912085,5.447087912087906,5.46021978021978,
2006-07-10,5.622692307692305,5.63961538461539,5.590714285714291,5.525714285714289,5.469230769230766,5.447582417582419,5.443626373626372,5.459835164835162,
2006-07-11,5.609615384615387,5.615329670329669,5.567692307692304,5.495000000000003,5.440164835164829,5.421208791208788,5.4137912087912055,5.430054945054941,
2006-07-12,5.609835164835168,5.617417582417582,5.578076923076924,5.508076923076927,5.448681318681319,5.426043956043963,5.417637362637366,5.4315934065934055,
2006-07-13,5.568791208791207,5.568131868131866,5.517307692307691,5.449835164835168,5.398406593406593,5.377252747252745,5.372747252747255,5.386868131868129,
2006-07-14,5.546318681318682,5.540384615384614,5.49521978021978,5.424175824175821,5.375879120879116,5.363571428571425,5.362857142857144,5.377142857142859,
2006-07-17,5.5529670329670315,5.549230769230773,5.504230769230773,5.438681318681319,5.393846153846156,5.3799999999999955,5.383186813186811,5.3963736263736255,
2006-07-18,5.609230769230764,5.622032967032966,5.585000000000004,5.5215384615384675,5.475219780219784,5.465000000000003,5.469945054945058,5.484945054945059,
2006-07-19,5.566593406593403,5.548571428571423,5.47950549450549,5.404285714285712,5.3550549450549445,5.343296703296704,5.346813186813189,5.366813186813185,
2006-07-20,5.5233516483516505,5.494450549450544,5.416978021978017,5.338571428571429,5.288186813186816,5.275000000000006,5.280274725274731,5.297032967032972,
2006-07-21,5.528406593406596,5.51741758241758,5.456043956043958,5.37615384615385,5.319450549450547,5.298186813186812,5.2986263736263775,5.315879120879123,
2006-07-24,5.536868131868132,5.5150000000000015,5.443241758241755,5.361978021978022,5.305384615384616,5.290000000000006,5.295934065934072,5.314890109890113,
2006-07-25,5.551923076923078,5.535219780219783,5.47230769230769,5.391153846153847,5.335109890109886,5.319999999999993,5.3240659340659295,5.342197802197801,
2006-07-26,5.5180219780219755,5.48857142857143,5.416373626373626,5.33730769230769,5.282802197802199,5.265000000000001,5.271263736263737,5.290439560439564,
2006-07-27,5.515000000000001,5.487857142857145,5.413406593406595,5.331538461538464,5.279560439560443,5.265000000000001,5.271428571428572,5.2928571428571445,
2006-07-28,5.4616483516483525,5.415714285714289,5.328241758241759,5.24076923076923,5.193571428571431,5.185000000000002,5.193791208791209,5.218186813186812,
2006-07-31,5.46648351648352,5.403846153846152,5.301648351648346,5.2084615384615365,5.160769230769234,5.152362637362641,5.161923076923078,5.184175824175826,
2006-08-01,5.47615384615384,5.412747252747249,5.308186813186815,5.205769230769231,5.148186813186814,5.135000000000005,5.146813186813188,5.172087912087911,
2006-08-02,5.48346153846154,5.4214835164835185,5.319615384615383,5.212472527472528,5.1529120879120915,5.137527472527475,5.142252747252753,5.162362637362639,
2006-08-03,5.510494505494511,5.452967032967034,5.358021978021975,5.254065934065932,5.187692307692307,5.164945054945054,5.164945054945054,5.18010989010989,
2006-08-04,5.435164835164837,5.369450549450547,5.2643956043956,5.1629670329670345,5.104835164835169,5.087417582417581,5.087527472527471,5.102912087912087,
2006-08-07,5.457087912087915,5.401538461538463,5.298021978021975,5.195164835164833,5.1388461538461545,5.119505494505492,5.120384615384613,5.135989010989009,
2006-08-08,5.430000000000007,5.372307692307697,5.256428571428569,5.143846153846147,5.083516483516477,5.064395604395603,5.0682417582417605,5.09181318681319,
2006-08-09,5.432747252747257,5.38456043956044,5.2803846153846115,5.172802197802192,5.110384615384612,5.092142857142859,5.0928021978021984,5.109285714285717,
2006-08-10,5.443406593406596,5.3985714285714295,5.291318681318681,5.184560439560437,5.127857142857138,5.109175824175824,5.110714285714285,5.123736263736259,
2006-08-11,5.467142857142861,5.436318681318683,5.340549450549455,5.238571428571433,5.179615384615389,5.1590659340659375,5.16082417582418,5.176868131868136,
2006-08-14,5.50942857142857,5.483846153846153,5.389725274725273,5.293626373626377,5.241538461538466,5.220604395604399,5.218076923076923,5.226263736263738,
2006-08-15,5.467692307692308,5.423626373626376,5.317472527472526,5.211538461538458,5.153076923076922,5.1304395604395605,5.128131868131866,5.1395604395604355,
2006-08-16,5.428648351648356,5.358516483516483,5.2319230769230805,5.114230769230773,5.049505494505493,5.025274725274722,5.026373626373625,5.039725274725276,
2006-08-17,5.445208791208789,5.386923076923073,5.26543956043956,5.1417032967032945,5.061098901098903,5.023516483516486,5.018241758241756,5.033186813186816,
2006-08-18,5.434021978021978,5.3674725274725255,5.237582417582418,5.107197802197802,5.0254395604395565,4.9882417582417595,4.980000000000004,4.993406593406594,
2006-08-21,5.433626373626373,5.363846153846152,5.232802197802199,5.0930219780219765,5.0015384615384635,4.958901098901102,4.956923076923074,4.977582417582416,
2006-08-22,5.43476923076923,5.366153846153841,5.236208791208788,5.093076923076921,4.997252747252743,4.957142857142857,4.953516483516483,4.972857142857145,
2006-08-23,5.423516483516482,5.357142857142855,5.236538461538457,5.103571428571425,5.015000000000002,4.976868131868132,4.973571428571424,4.989505494505496,
2006-08-24,5.423571428571427,5.359725274725269,5.236538461538455,5.112857142857139,5.0292307692307725,4.995274725274723,4.9972527472527455,5.014725274725272,
2006-08-25,5.411373626373625,5.325329670329671,5.195000000000001,5.071593406593411,4.992142857142855,4.967527472527474,4.972362637362634,4.989945054945057,
2006-08-28,5.420000000000002,5.335384615384617,5.209120879120878,5.087802197802199,5.0138461538461545,4.988296703296703,4.992692307692311,5.006703296703302,
2006-08-29,5.411846153846152,5.325384615384612,5.193846153846151,5.067692307692312,4.989285714285711,4.959175824175822,4.9628021978022,4.980824175824176,
2006-08-30,5.386153846153843,5.279999999999999,5.142307692307692,5.016373626373622,4.938571428571425,4.913131868131865,4.917912087912089,4.94005494505494,
2006-08-31,5.355989010989009,5.245000000000003,5.101868131868128,4.979010989010987,4.9035714285714285,4.874175824175828,4.882032967032972,4.909395604395611,
2006-09-01,5.355439560439558,5.227967032967028,5.076318681318681,4.952747252747258,4.87785714285714,4.852967032967028,4.858131868131867,4.892967032967038,
2006-09-05,5.366263736263735,5.248736263736259,5.112252747252749,4.996923076923081,4.929230769230771,4.898846153846151,4.903571428571429,4.9310439560439585,
2006-09-06,5.378538461538461,5.266428571428575,5.126538461538465,5.010714285714291,4.939285714285721,4.912857142857141,4.923021978021975,4.951373626373624,
2006-09-07,5.378285714285714,5.269230769230769,5.13428571428571,5.015164835164835,4.94357142857143,4.913296703296701,4.923186813186811,4.947252747252749,
2006-09-08,5.373296703296707,5.267142857142858,5.132802197802193,5.013901098901099,4.942857142857145,4.913021978021975,4.914450549450555,4.9420329670329615,
2006-09-11,5.390791208791209,5.296538461538459,5.167857142857144,5.054670329670332,4.976593406593405,4.938076923076925,4.939615384615383,4.958681318681313,
2006-09-12,5.386142857142861,5.2813736263736235,5.151428571428571,5.038461538461539,4.9607692307692295,4.918076923076929,4.910329670329667,4.924175824175821,
2006-09-13,5.376769230769231,5.260989010989011,5.12538461538461,5.007582417582417,4.934615384615391,4.892637362637363,4.88527472527473,4.904120879120881,
2006-09-14,5.395197802197798,5.311923076923083,5.183571428571426,5.0615934065934125,4.9841208791208835,4.9421978021978,4.935219780219782,4.954340659340658,
2006-09-15,5.39961538461539,5.334615384615383,5.221318681318684,5.109835164835169,5.028516483516489,4.977197802197797,4.960494505494499,4.974670329670324,
2006-09-18,5.341538461538465,5.248131868131873,5.132527472527468,5.045934065934068,5.000494505494506,4.9950549450549495,5.0,5.040000000000006,
2006-09-19,5.3799999999999955,5.272417582417578,5.146373626373622,5.019999999999996,4.935000000000002,4.890000000000001,4.8901648351648355,4.905989010989012,
2006-09-20,5.3799999999999955,5.295934065934068,5.170000000000002,5.028956043956045,4.934450549450552,4.885000000000005,4.885439560439566,4.906483516483518,
2006-09-21,5.328296703296702,5.174999999999997,5.0083516483516535,4.857912087912087,4.76434065934066,4.73521978021978,4.74582417582418,4.772197802197798,
2006-09-22,5.311373626373625,5.148131868131874,4.976813186813191,4.832032967032961,4.744010989010993,4.715329670329673,4.725659340659335,4.742472527472523,
2006-09-25,5.280109890109896,5.102527472527472,4.9317582417582395,4.78406593406594,4.6980219780219805,4.670659340659343,4.681153846153852,4.698516483516477,
2006-09-26,5.305109890109889,5.155934065934072,4.990439560439561,4.848076923076927,4.7626923076923084,4.735384615384614,4.741318681318676,4.758461538461535,
2006-09-27,5.3073076923076865,5.14346153846154,4.9696153846153885,4.837527472527472,4.757362637362642,4.730879120879124,4.741978021978018,4.763846153846159,
2006-09-28,5.315054945054944,5.14730769230769,4.982252747252751,4.84060439560439,4.752527472527468,4.730989010989014,4.742197802197798,4.764835164835169,
2006-09-29,5.319670329670324,5.165934065934072,5.005659340659337,4.86510989010989,4.782802197802194,4.766648351648352,4.782417582417583,4.805934065934063,
2006-10-02,5.298571428571431,5.115604395604396,4.9365384615384595,4.803571428571426,4.732692307692307,4.723076923076921,4.74461538461538,4.7765934065934035,
2006-10-03,5.30153846153846,5.118571428571424,4.939285714285709,4.803461538461535,4.737527472527467,4.728296703296699,4.7499450549450595,4.782032967032971,
2006-10-04,5.280439560439555,5.046923076923075,4.840384615384611,4.693461538461538,4.633241758241763,4.628516483516483,4.651153846153844,4.6902747252747305,
2006-10-05,5.3048351648351675,5.107857142857142,4.920274725274719,4.781813186813188,4.717197802197801,4.710604395604394,4.740604395604395,4.7739010989011,
2006-10-06,5.331978021978021,5.182747252747249,5.030384615384622,4.90472527472528,4.857032967032966,4.848956043956042,4.870934065934061,4.902307692307691,
2006-10-09,5.185934065934065,5.037857142857142,4.921428571428574,4.868901098901102,4.870769230769227,4.895769230769233,4.926538461538467,4.971043956043958,
2006-10-10,5.349230769230773,5.2514285714285736,5.122527472527478,5.008846153846158,4.9525824175824145,4.948626373626367,4.9660439560439515,4.993846153846152,
2006-10-11,5.36186813186813,5.278461538461543,5.159999999999998,5.044285714285717,4.992472527472531,4.988791208791208,5.007582417582418,5.0365934065934095,
2006-10-12,5.359780219780216,5.269780219780217,5.143571428571427,5.026043956043957,4.969999999999999,4.973956043956043,4.991593406593408,5.018241758241763,
2006-10-13,5.366538461538465,5.285934065934065,5.168406593406596,5.055219780219782,4.998626373626375,4.999120879120884,5.016868131868135,5.0449999999999955,
2006-10-16,5.364780219780222,5.269285714285721,5.144285714285721,5.032747252747258,4.975384615384619,4.9696153846153885,4.987692307692309,5.0145604395604355,
2006-10-17,5.365384615384617,5.2699450549450555,5.134945054945055,5.015384615384618,4.955219780219774,4.948186813186808,4.9629670329670335,4.989890109890114,
2006-10-18,5.36131868131868,5.259999999999999,5.126923076923078,5.006098901098901,4.950054945054943,4.943296703296703,4.958241758241758,4.985219780219775,
2006-10-19,5.3702747252747205,5.280164835164828,5.151978021978018,5.036923076923077,4.984890109890104,4.978406593406589,4.991813186813185,5.013791208791206,
2006-10-20,5.3695604395604395,5.290439560439557,5.167142857142853,5.052747252747252,4.994725274725274,4.990274725274725,5.005274725274726,5.025879120879122,
2006-10-23,5.3931868131868095,5.325109890109885,5.206043956043954,5.0938461538461555,5.044230769230766,5.040769230769228,5.057692307692303,5.077912087912085,
2006-10-24,5.395769230769233,5.323901098901094,5.206428571428568,5.092307692307695,5.03406593406594,5.028956043956046,5.040934065934063,5.0601648351648345,
2006-10-25,5.376263736263741,5.29192307692308,5.159230769230769,5.036373626373622,4.972802197802197,4.959065934065935,4.971098901098904,4.990439560439561,
2006-10-26,5.348406593406597,5.237637362637366,5.090659340659344,4.959340659340661,4.887472527472533,4.874175824175825,4.886263736263732,4.907857142857139,
2006-10-27,5.326978021978024,5.196978021978027,5.035879120879124,4.891153846153847,4.8149999999999995,4.803571428571429,4.823571428571425,4.848186813186808,
